Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Expression.EvalEvaluator,none,@EvalEvaluator,none,EvalEvaluator,none
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Logical.OrEval,or,@OrEvaluator,or,OrEval,or
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Logical.NotEval,not,@NotEvaluator,not,NotEval,not
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Expression.CondEvaluator,none,@CondEvaluator,none,CondEvaluator,none
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Functional.SetqEvaluator,none,@SetqEvaluator,none,SetqEvaluator,none
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Functional.LambdaEvaluator,lambda,@LambdaEvaluator,lambda,LambdaEvaluator,lambda
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
mainPackage.OperatorRegistry,operator:registry,@CustomOperationRegisterer+@StatefulOperationRegisterer,custom:operation:operation,registerOperations,register:operations,Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:@GTEEvaluator+@GTEvaluator+@LTEEvaluator+@LTEvaluator:Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:AbstractEnvironment:@CustomOperationRegisterer+@StatefulOperationRegisterer:OperationRegisterer,gte:lt:identifier:atom:abstract:atom:abstract:expression:basic:expression:abstract:environment:custom:operation:operation:operation,mainPackage.Functional.FuncallEvaluator,none,@BasicFuncallEvaluator,basic,FuncallEvaluator,none
