#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
303,Mon Nov 29 16:44:34 EST 2021,76,0,BasicFunctionExpressionSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CombinationChecker CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker EvalChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 QuoteChecker , ,88,1,true,PlusGeneratorChecker TimesGeneratorChecker , , ,PlusGeneratorChecker-(50.0/50.0) TimesGeneratorChecker-(0.0/0.0) , ,
304,Mon Nov 29 16:44:34 EST 2021,80,4,A6BasicOperationSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker+ CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker+ F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker+ TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,2,true,A6ExtraCondChecker CombinationChecker CondChecker EvalChecker ListChecker ListChecker2 QuoteChecker , ,A6ExtraCondChecker ,A6ExtraCondChecker-(10.0/10.0) CombinationChecker-(10.0/10.0) CondChecker-(10.0/10.0) EvalChecker-(10.0/10.0) ListChecker-(10.0/10.0) ListChecker2-(10.0/10.0) QuoteChecker-(10.0/10.0) , ,
304,Mon Nov 29 16:44:34 EST 2021,80,4,A6BasicOperationSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker+ CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker+ F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker+ TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,2,true,A6ExtraCondChecker CombinationChecker CondChecker EvalChecker ListChecker ListChecker2 QuoteChecker , ,A6ExtraCondChecker ,A6ExtraCondChecker-(10.0/10.0) CombinationChecker-(10.0/10.0) CondChecker-(10.0/10.0) EvalChecker-(10.0/10.0) ListChecker-(10.0/10.0) ListChecker2-(10.0/10.0) QuoteChecker-(10.0/10.0) , ,
305,Mon Nov 29 16:44:35 EST 2021,80,0,A6FuncallSocialDistanceSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,3,true,DerivedSafeChecker , , ,DerivedSafeChecker-(30.0/30.0) , ,
305,Mon Nov 29 16:44:35 EST 2021,80,0,A6FuncallSocialDistanceSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,3,true,DerivedSafeChecker , , ,DerivedSafeChecker-(30.0/30.0) , ,
306,Mon Nov 29 16:44:36 EST 2021,80,0,A6LetSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,4,true,BasicLetTest LetLambdaAndFunctionTest , ,BasicLetTest LetLambdaAndFunctionTest ,BasicLetTest-(10.0/10.0) LetLambdaAndFunctionTest-(40.0/40.0) , ,
306,Mon Nov 29 16:44:36 EST 2021,80,0,A6LetSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,4,true,BasicLetTest LetLambdaAndFunctionTest , ,BasicLetTest LetLambdaAndFunctionTest ,BasicLetTest-(10.0/10.0) LetLambdaAndFunctionTest-(40.0/40.0) , ,
307,Mon Nov 29 16:44:37 EST 2021,80,0,RelationalSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,5,true,GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker , , ,GreaterChecker-(10.0/10.0) GreaterOrEqualChecker-(10.0/10.0) LessChecker-(10.0/10.0) LessOrEqualChecker-(10.0/10.0) , ,
307,Mon Nov 29 16:44:37 EST 2021,80,0,RelationalSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,5,true,GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker , , ,GreaterChecker-(10.0/10.0) GreaterOrEqualChecker-(10.0/10.0) LessChecker-(10.0/10.0) LessOrEqualChecker-(10.0/10.0) , ,
308,Mon Nov 29 16:44:37 EST 2021,80,0,LispToStringSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,6,true,LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadLispChecker TestLispFileProvided , ,LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadLispChecker TestLispFileProvided ,LispIsListChecker-(0.0/15.0) LispIsListChecker2-(0.0/15.0) LispIsListChecker3-(0.0/15.0) LispIsListChecker4-(0.0/15.0) LispToStringChecker-(0.0/15.0) LispToStringChecker2-(0.0/15.0) LispToStringChecker3-(0.0/15.0) LispToStringChecker4-(0.0/15.0) LoadLispChecker-(0.0/0.0) TestLispFileProvided-(0.0/0.0) , ,
308,Mon Nov 29 16:44:37 EST 2021,80,0,LispToStringSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,6,true,LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadLispChecker TestLispFileProvided , ,LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 LoadLispChecker TestLispFileProvided ,LispIsListChecker-(0.0/15.0) LispIsListChecker2-(0.0/15.0) LispIsListChecker3-(0.0/15.0) LispIsListChecker4-(0.0/15.0) LispToStringChecker-(0.0/15.0) LispToStringChecker2-(0.0/15.0) LispToStringChecker3-(0.0/15.0) LispToStringChecker4-(0.0/15.0) LoadLispChecker-(0.0/0.0) TestLispFileProvided-(0.0/0.0) , ,
309,Mon Nov 29 16:44:38 EST 2021,80,0,LogicalSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,7,true,BasicAndChecker BasicOrChecker NotChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,VariableArgumentAndChecker VariableArgumentOrChecker ,BasicAndChecker-(10.0/10.0) BasicOrChecker-(10.0/10.0) NotChecker-(10.0/10.0) VariableArgumentAndChecker-(10.0/10.0) VariableArgumentOrChecker-(10.0/10.0) , ,
309,Mon Nov 29 16:44:38 EST 2021,80,0,LogicalSuite,A6CommonPropertiesInherited A6CommonSignaturesAreInherited A6Encapsulation A6ExtraCondChecker A6NoHiddenFields A6NoStarImports A6PackageDeclarations A6PublicMethodsOverride BasicAndChecker BasicLetTest BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker DerivedSafeChecker EnvironmentCallsGetParent EnvironmentCallsPut EvalChecker F21A6NoCheckstyleWarnings FuncallCallsExpressionFactory GreaterChecker GreaterOrEqualChecker IdentifierCallsEnvironmentLookup IdentifierCallsOptionalGet LambdaCallsLambdaFactory LessChecker LessOrEqualChecker LetLambdaAndFunctionTest LispLambdaChecker LispLambdaChecker2 LispLambdaChecker3 LispSetqChecker LispSetqChecker2 ListChecker ListChecker2 LoadLambdaChecker LoadLambdaChecker2 LoadLambdaChecker3 LoadLispChecker LoadSetqChecker LoadSetqChecker2 LoadSetqChecker3 MainClassProvided NotChecker PlusGeneratorChecker ProjectStructureOrganizesEvaluators QuoteChecker TestLispFileProvided TimesGeneratorChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,A6NonPublicAccessModifiersMatched CurryOnceChecker CurryTwiceChecker CurryTwoArgsChecker LispIsListChecker LispIsListChecker2 LispIsListChecker3 LispIsListChecker4 LispToStringChecker LispToStringChecker2 LispToStringChecker3 LispToStringChecker4 , ,88,7,true,BasicAndChecker BasicOrChecker NotChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,VariableArgumentAndChecker VariableArgumentOrChecker ,BasicAndChecker-(10.0/10.0) BasicOrChecker-(10.0/10.0) NotChecker-(10.0/10.0) VariableArgumentAndChecker-(10.0/10.0) VariableArgumentOrChecker-(10.0/10.0) , ,
